query_id,batch_index,candidate_count,unique_score_count,all_candidates_tied,scores,candidate_page_ids,cache_hit_this_run,prompt_tokens,completion_tokens
S003-Q091,3,5,5,False,"[90.0, 85.0, 80.0, 75.0, 70.0]","[""3bd00881-7f00-5756-9420-0d2f71ecdc25"", ""cfed691e-e124-5684-bec0-0e8c33869733"", ""6e93a473-ae4a-524c-aee1-43aafd7f6bb0"", ""55fa1f65-ad74-5d1c-aafd-00013a0a4724"", ""4ed05884-3478-5a91-a63f-3067fd41956d""]",True,2329,216
S003-Q091,4,5,3,False,"[100.0, 80.0, 80.0, 90.0, 80.0]","[""cd287a69-0373-5edb-a16a-81be12c7a77e"", ""3ea1312b-2cc6-53f3-be4d-3ce6db813e56"", ""3e1cec0a-77e2-5463-865e-1f49b78e966c"", ""8b5ae761-3f22-557a-aa9a-f3d5a03b0951"", ""a3d3b3e7-64b2-57ba-8ffc-9f9c741bbb55""]",True,2098,229
S004-Q007,1,3,3,False,"[90.0, 85.0, 80.0]","[""e45c4d60-1608-5524-b2df-3c2b4e8007c5"", ""f3e1812a-c8a3-560c-8424-84d252ae452f"", ""9de4c8e1-1f2d-56af-8e3f-eaed84f7c238""]",True,1774,143
S004-Q011,1,5,5,False,"[100.0, 60.0, 70.0, 80.0, 50.0]","[""75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4"", ""d876eb51-66ba-5437-955a-25c3f405ef2f"", ""e69ec046-4916-5e0b-8917-8f3fc9d8b112"", ""e45c4d60-1608-5524-b2df-3c2b4e8007c5"", ""21d39c45-cce0-52fc-a2b9-e5a4aeaa91d8""]",True,2307,229
S004-Q011,2,2,1,True,"[100.0, 100.0]","[""f3e1812a-c8a3-560c-8424-84d252ae452f"", ""9de4c8e1-1f2d-56af-8e3f-eaed84f7c238""]",True,1266,98
S004-Q013,1,5,5,False,"[90.0, 70.0, 95.0, 80.0, 60.0]","[""75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4"", ""a60bbf7a-8108-58fc-8b4a-1356764282aa"", ""e45c4d60-1608-5524-b2df-3c2b4e8007c5"", ""e69ec046-4916-5e0b-8917-8f3fc9d8b112"", ""d876eb51-66ba-5437-955a-25c3f405ef2f""]",True,2441,228
S004-Q013,2,4,1,True,"[100.0, 100.0, 100.0, 100.0]","[""f3e1812a-c8a3-560c-8424-84d252ae452f"", ""21d39c45-cce0-52fc-a2b9-e5a4aeaa91d8"", ""9de4c8e1-1f2d-56af-8e3f-eaed84f7c238"", ""b90ba0e9-ee61-5bae-a71f-8eae2f3ebcb8""]",True,1935,186
S004-Q014,1,5,5,False,"[100.0, 80.0, 70.0, 60.0, 50.0]","[""75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4"", ""a60bbf7a-8108-58fc-8b4a-1356764282aa"", ""e69ec046-4916-5e0b-8917-8f3fc9d8b112"", ""d876eb51-66ba-5437-955a-25c3f405ef2f"", ""b90ba0e9-ee61-5bae-a71f-8eae2f3ebcb8""]",True,2290,228
S004-Q014,2,5,5,False,"[95.0, 90.0, 85.0, 80.0, 75.0]","[""e45c4d60-1608-5524-b2df-3c2b4e8007c5"", ""f3e1812a-c8a3-560c-8424-84d252ae452f"", ""75337c00-099c-56d7-ad2c-bd3be6ef4b11"", ""21d39c45-cce0-52fc-a2b9-e5a4aeaa91d8"", ""9de4c8e1-1f2d-56af-8e3f-eaed84f7c238""]",True,2398,228
S004-Q021,1,5,5,False,"[95.0, 80.0, 90.0, 70.0, 85.0]","[""a60bbf7a-8108-58fc-8b4a-1356764282aa"", ""1404aa4a-3c7a-565e-8e67-9f834683b3b2"", ""e45c4d60-1608-5524-b2df-3c2b4e8007c5"", ""b90ba0e9-ee61-5bae-a71f-8eae2f3ebcb8"", ""e69ec046-4916-5e0b-8917-8f3fc9d8b112""]",True,2447,230
S004-Q021,2,5,4,False,"[100.0, 30.0, 90.0, 40.0, 30.0]","[""f3e1812a-c8a3-560c-8424-84d252ae452f"", ""6b0cec96-1edf-5cb2-b054-176212013f52"", ""9195d3a5-2623-5911-b769-527782545856"", ""75337c00-099c-56d7-ad2c-bd3be6ef4b11"", ""0cd91b6e-376f-57c4-8232-cdabb36c695f""]",True,2185,214
S004-Q021,3,5,2,False,"[0.0, 0.0, 0.0, 100.0, 0.0]","[""112af49e-d51f-599c-ad67-5cc18432f1a8"", ""7567fc91-4210-59bc-ac74-0cc3060edc83"", ""75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4"", ""9de4c8e1-1f2d-56af-8e3f-eaed84f7c238"", ""21d39c45-cce0-52fc-a2b9-e5a4aeaa91d8""]",True,2168,225
S004-Q021,4,2,1,True,"[0.0, 0.0]","[""4d69ebe7-67b0-50e3-b528-7136c65b206a"", ""d876eb51-66ba-5437-955a-25c3f405ef2f""]",True,934,92
S004-Q022,1,5,5,False,"[90.0, 85.0, 95.0, 80.0, 75.0]","[""a60bbf7a-8108-58fc-8b4a-1356764282aa"", ""b90ba0e9-ee61-5bae-a71f-8eae2f3ebcb8"", ""1404aa4a-3c7a-565e-8e67-9f834683b3b2"", ""1e8809d9-9426-51b9-9e17-039093174440"", ""f3e1812a-c8a3-560c-8424-84d252ae452f""]",True,2366,224
S004-Q022,2,5,5,False,"[90.0, 85.0, 95.0, 80.0, 88.0]","[""e69ec046-4916-5e0b-8917-8f3fc9d8b112"", ""e45c4d60-1608-5524-b2df-3c2b4e8007c5"", ""9195d3a5-2623-5911-b769-527782545856"", ""75337c00-099c-56d7-ad2c-bd3be6ef4b11"", ""9de4c8e1-1f2d-56af-8e3f-eaed84f7c238""]",True,2586,225
S004-Q022,3,5,2,False,"[0.0, 0.0, 0.0, 0.0, 100.0]","[""d876eb51-66ba-5437-955a-25c3f405ef2f"", ""6b0cec96-1edf-5cb2-b054-176212013f52"", ""7567fc91-4210-59bc-ac74-0cc3060edc83"", ""112af49e-d51f-599c-ad67-5cc18432f1a8"", ""75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4""]",True,2029,217
S004-Q022,4,3,1,True,"[0.0, 0.0, 0.0]","[""0cd91b6e-376f-57c4-8232-cdabb36c695f"", ""21d39c45-cce0-52fc-a2b9-e5a4aeaa91d8"", ""4d69ebe7-67b0-50e3-b528-7136c65b206a""]",True,1272,136
S004-Q026,1,5,5,False,"[100.0, 90.0, 85.0, 70.0, 95.0]","[""b90ba0e9-ee61-5bae-a71f-8eae2f3ebcb8"", ""f642437d-2d3c-5b95-a7f6-29f2e68c0a13"", ""75337c00-099c-56d7-ad2c-bd3be6ef4b11"", ""9491736f-87d9-560c-86bf-a73959049fab"", ""e45c4d60-1608-5524-b2df-3c2b4e8007c5""]",True,2269,225
S004-Q026,2,5,1,True,"[100.0, 100.0, 100.0, 100.0, 100.0]","[""1e8809d9-9426-51b9-9e17-039093174440"", ""9195d3a5-2623-5911-b769-527782545856"", ""d876eb51-66ba-5437-955a-25c3f405ef2f"", ""1404aa4a-3c7a-565e-8e67-9f834683b3b2"", ""a60bbf7a-8108-58fc-8b4a-1356764282aa""]",True,2279,216
S004-Q026,3,5,5,False,"[100.0, 80.0, 90.0, 85.0, 95.0]","[""e69ec046-4916-5e0b-8917-8f3fc9d8b112"", ""6b0cec96-1edf-5cb2-b054-176212013f52"", ""0fb13663-e832-5a6c-8e8b-55cb61f4a77b"", ""fadb48cb-a45f-5f46-8f39-e18bd7dff4f1"", ""f3e1812a-c8a3-560c-8424-84d252ae452f""]",True,2445,223
S004-Q026,4,5,1,True,"[100.0, 100.0, 100.0, 100.0, 100.0]","[""112af49e-d51f-599c-ad67-5cc18432f1a8"", ""21d39c45-cce0-52fc-a2b9-e5a4aeaa91d8"", ""7567fc91-4210-59bc-ac74-0cc3060edc83"", ""9de4c8e1-1f2d-56af-8e3f-eaed84f7c238"", ""0cd91b6e-376f-57c4-8232-cdabb36c695f""]",True,2149,220
S004-Q028,1,5,5,False,"[85.0, 70.0, 75.0, 80.0, 90.0]","[""9491736f-87d9-560c-86bf-a73959049fab"", ""75337c00-099c-56d7-ad2c-bd3be6ef4b11"", ""b90ba0e9-ee61-5bae-a71f-8eae2f3ebcb8"", ""73b2fb55-c036-52ca-842e-cc784d317c61"", ""e69ec046-4916-5e0b-8917-8f3fc9d8b112""]",True,2237,217
S004-Q028,2,5,5,False,"[90.0, 85.0, 70.0, 75.0, 80.0]","[""fadb48cb-a45f-5f46-8f39-e18bd7dff4f1"", ""e45c4d60-1608-5524-b2df-3c2b4e8007c5"", ""f642437d-2d3c-5b95-a7f6-29f2e68c0a13"", ""a60bbf7a-8108-58fc-8b4a-1356764282aa"", ""9195d3a5-2623-5911-b769-527782545856""]",True,2389,223
S004-Q028,3,5,5,False,"[90.0, 85.0, 70.0, 75.0, 80.0]","[""0cd91b6e-376f-57c4-8232-cdabb36c695f"", ""d876eb51-66ba-5437-955a-25c3f405ef2f"", ""a655a675-0bf0-58db-b487-3e8f7894215e"", ""1e8809d9-9426-51b9-9e17-039093174440"", ""6b0cec96-1edf-5cb2-b054-176212013f52""]",True,2105,215
S004-Q028,4,5,5,False,"[30.0, 90.0, 70.0, 85.0, 80.0]","[""1404aa4a-3c7a-565e-8e67-9f834683b3b2"", ""f3e1812a-c8a3-560c-8424-84d252ae452f"", ""0fb13663-e832-5a6c-8e8b-55cb61f4a77b"", ""75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4"", ""7567fc91-4210-59bc-ac74-0cc3060edc83""]",True,2278,226
S004-Q033,1,5,2,False,"[100.0, 0.0, 100.0, 100.0, 0.0]","[""d876eb51-66ba-5437-955a-25c3f405ef2f"", ""f642437d-2d3c-5b95-a7f6-29f2e68c0a13"", ""e69ec046-4916-5e0b-8917-8f3fc9d8b112"", ""301ca8db-dd23-5356-b475-b3ed2daf748b"", ""73b2fb55-c036-52ca-842e-cc784d317c61""]",True,2184,217
S004-Q033,2,5,5,False,"[70.0, 90.0, 85.0, 80.0, 75.0]","[""af2f12c2-5599-5bb2-a024-327fc47109bd"", ""0fb13663-e832-5a6c-8e8b-55cb61f4a77b"", ""a655a675-0bf0-58db-b487-3e8f7894215e"", ""9195d3a5-2623-5911-b769-527782545856"", ""7567fc91-4210-59bc-ac74-0cc3060edc83""]",True,2286,211
S004-Q033,3,5,1,True,"[100.0, 100.0, 100.0, 100.0, 100.0]","[""1e8809d9-9426-51b9-9e17-039093174440"", ""a60bbf7a-8108-58fc-8b4a-1356764282aa"", ""f3e1812a-c8a3-560c-8424-84d252ae452f"", ""b90ba0e9-ee61-5bae-a71f-8eae2f3ebcb8"", ""c022f180-c519-52a7-9c70-3f15928609b5""]",True,2497,220
S004-Q033,4,5,1,True,"[100.0, 100.0, 100.0, 100.0, 100.0]","[""4d69ebe7-67b0-50e3-b528-7136c65b206a"", ""6b0cec96-1edf-5cb2-b054-176212013f52"", ""112af49e-d51f-599c-ad67-5cc18432f1a8"", ""dad4c589-bd44-5d61-917f-9435b971db4d"", ""e45c4d60-1608-5524-b2df-3c2b4e8007c5""]",True,2138,218
S004-Q035,1,5,2,False,"[0.0, 0.0, 0.0, 100.0, 0.0]","[""af2f12c2-5599-5bb2-a024-327fc47109bd"", ""73b2fb55-c036-52ca-842e-cc784d317c61"", ""dad4c589-bd44-5d61-917f-9435b971db4d"", ""a60bbf7a-8108-58fc-8b4a-1356764282aa"", ""6b0cec96-1edf-5cb2-b054-176212013f52""]",True,1938,212
S004-Q035,2,5,1,True,"[0.0, 0.0, 0.0, 0.0, 0.0]","[""9195d3a5-2623-5911-b769-527782545856"", ""c022f180-c519-52a7-9c70-3f15928609b5"", ""7567fc91-4210-59bc-ac74-0cc3060edc83"", ""1e8809d9-9426-51b9-9e17-039093174440"", ""0fb13663-e832-5a6c-8e8b-55cb61f4a77b""]",True,2418,212
S004-Q035,3,5,1,True,"[100.0, 100.0, 100.0, 100.0, 100.0]","[""e69ec046-4916-5e0b-8917-8f3fc9d8b112"", ""d876eb51-66ba-5437-955a-25c3f405ef2f"", ""b90ba0e9-ee61-5bae-a71f-8eae2f3ebcb8"", ""f642437d-2d3c-5b95-a7f6-29f2e68c0a13"", ""e7289295-5eb7-5200-bd81-84fad17ad553""]",True,2204,225
S004-Q035,4,5,5,False,"[100.0, 60.0, 70.0, 80.0, 50.0]","[""75f290ce-098c-5c12-841f-3c5bc9912aeb"", ""0cd91b6e-376f-57c4-8232-cdabb36c695f"", ""a655a675-0bf0-58db-b487-3e8f7894215e"", ""301ca8db-dd23-5356-b475-b3ed2daf748b"", ""75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4""]",True,2361,219
S004-Q039,1,5,5,False,"[90.0, 85.0, 70.0, 80.0, 95.0]","[""1e8809d9-9426-51b9-9e17-039093174440"", ""8c9b465d-a424-5d6b-af1b-4518bf5982de"", ""73b2fb55-c036-52ca-842e-cc784d317c61"", ""c022f180-c519-52a7-9c70-3f15928609b5"", ""301ca8db-dd23-5356-b475-b3ed2daf748b""]",True,2464,211
S004-Q039,2,5,5,False,"[90.0, 85.0, 80.0, 95.0, 88.0]","[""dad4c589-bd44-5d61-917f-9435b971db4d"", ""9491736f-87d9-560c-86bf-a73959049fab"", ""af2f12c2-5599-5bb2-a024-327fc47109bd"", ""e45c4d60-1608-5524-b2df-3c2b4e8007c5"", ""9195d3a5-2623-5911-b769-527782545856""]",True,2307,211
S004-Q039,3,5,5,False,"[90.0, 70.0, 85.0, 80.0, 95.0]","[""a60bbf7a-8108-58fc-8b4a-1356764282aa"", ""1404aa4a-3c7a-565e-8e67-9f834683b3b2"", ""6b0cec96-1edf-5cb2-b054-176212013f52"", ""f642437d-2d3c-5b95-a7f6-29f2e68c0a13"", ""7bce82cf-85f9-5dca-a1dd-56af843fb11e""]",True,2181,225
S004-Q039,4,5,5,False,"[90.0, 85.0, 80.0, 75.0, 70.0]","[""e7289295-5eb7-5200-bd81-84fad17ad553"", ""b90ba0e9-ee61-5bae-a71f-8eae2f3ebcb8"", ""fadb48cb-a45f-5f46-8f39-e18bd7dff4f1"", ""0cd91b6e-376f-57c4-8232-cdabb36c695f"", ""75f290ce-098c-5c12-841f-3c5bc9912aeb""]",True,2304,221
S004-Q042,1,5,1,True,"[100.0, 100.0, 100.0, 100.0, 100.0]","[""cdfd9333-0291-5cf2-967a-cfe6225d31dd"", ""703822a7-ed06-55d2-95de-006ba6203852"", ""af2f12c2-5599-5bb2-a024-327fc47109bd"", ""c61777d3-f94f-5655-9b6b-9d6cdc28c303"", ""73b2fb55-c036-52ca-842e-cc784d317c61""]",True,2341,211
S004-Q042,2,5,1,True,"[100.0, 100.0, 100.0, 100.0, 100.0]","[""dad4c589-bd44-5d61-917f-9435b971db4d"", ""301ca8db-dd23-5356-b475-b3ed2daf748b"", ""8c9b465d-a424-5d6b-af1b-4518bf5982de"", ""0fb13663-e832-5a6c-8e8b-55cb61f4a77b"", ""1e8809d9-9426-51b9-9e17-039093174440""]",True,2426,216
S004-Q042,3,5,4,False,"[100.0, 60.0, 70.0, 100.0, 80.0]","[""c022f180-c519-52a7-9c70-3f15928609b5"", ""1404aa4a-3c7a-565e-8e67-9f834683b3b2"", ""f642437d-2d3c-5b95-a7f6-29f2e68c0a13"", ""f3e1812a-c8a3-560c-8424-84d252ae452f"", ""a60bbf7a-8108-58fc-8b4a-1356764282aa""]",True,2280,225
S004-Q042,4,5,1,True,"[100.0, 100.0, 100.0, 100.0, 100.0]","[""6b0cec96-1edf-5cb2-b054-176212013f52"", ""9491736f-87d9-560c-86bf-a73959049fab"", ""112af49e-d51f-599c-ad67-5cc18432f1a8"", ""75f290ce-098c-5c12-841f-3c5bc9912aeb"", ""d876eb51-66ba-5437-955a-25c3f405ef2f""]",True,2180,211
S004-Q044,1,5,5,False,"[90.0, 85.0, 80.0, 75.0, 70.0]","[""cdfd9333-0291-5cf2-967a-cfe6225d31dd"", ""af2f12c2-5599-5bb2-a024-327fc47109bd"", ""1e8809d9-9426-51b9-9e17-039093174440"", ""703822a7-ed06-55d2-95de-006ba6203852"", ""c022f180-c519-52a7-9c70-3f15928609b5""]",True,2419,210
S004-Q044,2,5,1,True,"[100.0, 100.0, 100.0, 100.0, 100.0]","[""73b2fb55-c036-52ca-842e-cc784d317c61"", ""6b0cec96-1edf-5cb2-b054-176212013f52"", ""dad4c589-bd44-5d61-917f-9435b971db4d"", ""301ca8db-dd23-5356-b475-b3ed2daf748b"", ""c61777d3-f94f-5655-9b6b-9d6cdc28c303""]",True,2156,212
S004-Q044,3,5,1,True,"[100.0, 100.0, 100.0, 100.0, 100.0]","[""a60bbf7a-8108-58fc-8b4a-1356764282aa"", ""1404aa4a-3c7a-565e-8e67-9f834683b3b2"", ""7a1cdd42-73f1-58ab-9996-cc98d575e415"", ""75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4"", ""9491736f-87d9-560c-86bf-a73959049fab""]",True,2200,223
S004-Q044,4,5,1,True,"[100.0, 100.0, 100.0, 100.0, 100.0]","[""112af49e-d51f-599c-ad67-5cc18432f1a8"", ""fadb48cb-a45f-5f46-8f39-e18bd7dff4f1"", ""0fb13663-e832-5a6c-8e8b-55cb61f4a77b"", ""21d39c45-cce0-52fc-a2b9-e5a4aeaa91d8"", ""b90ba0e9-ee61-5bae-a71f-8eae2f3ebcb8""]",True,2131,224
S004-Q049,1,5,5,False,"[95.0, 80.0, 70.0, 60.0, 50.0]","[""dad4c589-bd44-5d61-917f-9435b971db4d"", ""73b2fb55-c036-52ca-842e-cc784d317c61"", ""c61777d3-f94f-5655-9b6b-9d6cdc28c303"", ""1e8809d9-9426-51b9-9e17-039093174440"", ""6b0cec96-1edf-5cb2-b054-176212013f52""]",True,2144,215
S004-Q049,2,5,5,False,"[70.0, 65.0, 80.0, 75.0, 90.0]","[""cdfd9333-0291-5cf2-967a-cfe6225d31dd"", ""301ca8db-dd23-5356-b475-b3ed2daf748b"", ""fadb48cb-a45f-5f46-8f39-e18bd7dff4f1"", ""703822a7-ed06-55d2-95de-006ba6203852"", ""4d69ebe7-67b0-50e3-b528-7136c65b206a""]",True,2426,211
S004-Q049,3,5,4,False,"[20.0, 20.0, 90.0, 85.0, 80.0]","[""1404aa4a-3c7a-565e-8e67-9f834683b3b2"", ""af2f12c2-5599-5bb2-a024-327fc47109bd"", ""0cd91b6e-376f-57c4-8232-cdabb36c695f"", ""b229284b-6a2b-5cfb-a8c8-0ccc1bd72603"", ""9195d3a5-2623-5911-b769-527782545856""]",True,2195,217
S004-Q049,4,5,5,False,"[70.0, 85.0, 60.0, 75.0, 80.0]","[""0fb13663-e832-5a6c-8e8b-55cb61f4a77b"", ""112af49e-d51f-599c-ad67-5cc18432f1a8"", ""efa76ffd-7a27-50b3-8489-bff781ea4539"", ""7567fc91-4210-59bc-ac74-0cc3060edc83"", ""75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4""]",True,2150,219
S004-Q052,1,5,5,False,"[95.0, 90.0, 80.0, 85.0, 75.0]","[""8c9b465d-a424-5d6b-af1b-4518bf5982de"", ""703822a7-ed06-55d2-95de-006ba6203852"", ""af2f12c2-5599-5bb2-a024-327fc47109bd"", ""c61777d3-f94f-5655-9b6b-9d6cdc28c303"", ""bead4a59-825d-5fae-97c6-57173fa22a57""]",True,2380,216
S004-Q052,2,5,5,False,"[60.0, 80.0, 70.0, 90.0, 85.0]","[""73b2fb55-c036-52ca-842e-cc784d317c61"", ""08c5243c-c754-5bb1-b020-dfbf21f542d7"", ""32502b7b-9913-5e52-ba96-42d70a980a75"", ""cdfd9333-0291-5cf2-967a-cfe6225d31dd"", ""301ca8db-dd23-5356-b475-b3ed2daf748b""]",True,2256,209
S004-Q052,3,5,5,False,"[95.0, 80.0, 85.0, 90.0, 92.0]","[""70928294-03f0-58fc-a035-7ff125da827a"", ""efa76ffd-7a27-50b3-8489-bff781ea4539"", ""1e8809d9-9426-51b9-9e17-039093174440"", ""f642437d-2d3c-5b95-a7f6-29f2e68c0a13"", ""9195d3a5-2623-5911-b769-527782545856""]",True,2312,212
S004-Q052,4,5,5,False,"[30.0, 90.0, 85.0, 70.0, 75.0]","[""dad4c589-bd44-5d61-917f-9435b971db4d"", ""b229284b-6a2b-5cfb-a8c8-0ccc1bd72603"", ""094486b7-1e86-5360-8005-66c6886152c2"", ""594016a4-b321-5143-a8c6-3923fed20111"", ""c022f180-c519-52a7-9c70-3f15928609b5""]",True,2388,213
S004-Q055,1,5,1,True,"[100.0, 100.0, 100.0, 100.0, 100.0]","[""adc1eeb8-b0f8-5877-88cf-abdd23798b3a"", ""cdfd9333-0291-5cf2-967a-cfe6225d31dd"", ""1e8809d9-9426-51b9-9e17-039093174440"", ""af2f12c2-5599-5bb2-a024-327fc47109bd"", ""c61777d3-f94f-5655-9b6b-9d6cdc28c303""]",True,2503,217
S004-Q055,2,5,5,False,"[30.0, 85.0, 75.0, 60.0, 70.0]","[""73b2fb55-c036-52ca-842e-cc784d317c61"", ""8c9b465d-a424-5d6b-af1b-4518bf5982de"", ""703822a7-ed06-55d2-95de-006ba6203852"", ""f642437d-2d3c-5b95-a7f6-29f2e68c0a13"", ""08c5243c-c754-5bb1-b020-dfbf21f542d7""]",True,2193,215
S004-Q055,3,5,5,False,"[100.0, 80.0, 90.0, 85.0, 75.0]","[""70928294-03f0-58fc-a035-7ff125da827a"", ""e170d165-c266-54ae-b2e5-43779070a30c"", ""c022f180-c519-52a7-9c70-3f15928609b5"", ""bead4a59-825d-5fae-97c6-57173fa22a57"", ""efa76ffd-7a27-50b3-8489-bff781ea4539""]",True,2226,209
S004-Q055,4,5,1,True,"[100.0, 100.0, 100.0, 100.0, 100.0]","[""32502b7b-9913-5e52-ba96-42d70a980a75"", ""9195d3a5-2623-5911-b769-527782545856"", ""dad4c589-bd44-5d61-917f-9435b971db4d"", ""a60bbf7a-8108-58fc-8b4a-1356764282aa"", ""9491736f-87d9-560c-86bf-a73959049fab""]",True,2259,210
S004-Q056,1,5,5,False,"[90.0, 85.0, 80.0, 75.0, 70.0]","[""703822a7-ed06-55d2-95de-006ba6203852"", ""8c9b465d-a424-5d6b-af1b-4518bf5982de"", ""adc1eeb8-b0f8-5877-88cf-abdd23798b3a"", ""cdfd9333-0291-5cf2-967a-cfe6225d31dd"", ""73b2fb55-c036-52ca-842e-cc784d317c61""]",True,2578,212
S004-Q056,2,5,5,False,"[90.0, 70.0, 60.0, 80.0, 50.0]","[""08c5243c-c754-5bb1-b020-dfbf21f542d7"", ""70928294-03f0-58fc-a035-7ff125da827a"", ""e170d165-c266-54ae-b2e5-43779070a30c"", ""878d53f1-01f1-5c71-a049-a27cb9acec6e"", ""1e8809d9-9426-51b9-9e17-039093174440""]",True,2231,209
S004-Q056,3,5,1,True,"[100.0, 100.0, 100.0, 100.0, 100.0]","[""af2f12c2-5599-5bb2-a024-327fc47109bd"", ""c61777d3-f94f-5655-9b6b-9d6cdc28c303"", ""32502b7b-9913-5e52-ba96-42d70a980a75"", ""f642437d-2d3c-5b95-a7f6-29f2e68c0a13"", ""b229284b-6a2b-5cfb-a8c8-0ccc1bd72603""]",True,2225,224
S004-Q056,4,5,1,True,"[100.0, 100.0, 100.0, 100.0, 100.0]","[""efa76ffd-7a27-50b3-8489-bff781ea4539"", ""0fb13663-e832-5a6c-8e8b-55cb61f4a77b"", ""7a1cdd42-73f1-58ab-9996-cc98d575e415"", ""dad4c589-bd44-5d61-917f-9435b971db4d"", ""bead4a59-825d-5fae-97c6-57173fa22a57""]",True,2068,218
S004-Q063,1,5,5,False,"[95.0, 90.0, 85.0, 80.0, 75.0]","[""878d53f1-01f1-5c71-a049-a27cb9acec6e"", ""af2f12c2-5599-5bb2-a024-327fc47109bd"", ""28de896e-9356-58a4-a8c5-c3efe7770f57"", ""73b2fb55-c036-52ca-842e-cc784d317c61"", ""adc1eeb8-b0f8-5877-88cf-abdd23798b3a""]",True,2100,213
S004-Q063,2,5,5,False,"[90.0, 70.0, 85.0, 80.0, 75.0]","[""301ca8db-dd23-5356-b475-b3ed2daf748b"", ""efa76ffd-7a27-50b3-8489-bff781ea4539"", ""c61777d3-f94f-5655-9b6b-9d6cdc28c303"", ""ca05266e-320c-5081-9d2d-f7c8689c58a9"", ""1e8809d9-9426-51b9-9e17-039093174440""]",True,2408,215
S004-Q063,3,5,5,False,"[90.0, 85.0, 80.0, 75.0, 70.0]","[""cdfd9333-0291-5cf2-967a-cfe6225d31dd"", ""bead4a59-825d-5fae-97c6-57173fa22a57"", ""703822a7-ed06-55d2-95de-006ba6203852"", ""c022f180-c519-52a7-9c70-3f15928609b5"", ""9756fdab-cc22-5044-93e9-7c352de5e971""]",True,2445,212
S004-Q063,4,5,5,False,"[85.0, 80.0, 90.0, 95.0, 75.0]","[""e170d165-c266-54ae-b2e5-43779070a30c"", ""dad4c589-bd44-5d61-917f-9435b971db4d"", ""08c5243c-c754-5bb1-b020-dfbf21f542d7"", ""f642437d-2d3c-5b95-a7f6-29f2e68c0a13"", ""6b0cec96-1edf-5cb2-b054-176212013f52""]",True,1866,216
S004-Q065,1,5,5,False,"[100.0, 90.0, 80.0, 85.0, 95.0]","[""bead4a59-825d-5fae-97c6-57173fa22a57"", ""28de896e-9356-58a4-a8c5-c3efe7770f57"", ""af2f12c2-5599-5bb2-a024-327fc47109bd"", ""1e8809d9-9426-51b9-9e17-039093174440"", ""dad4c589-bd44-5d61-917f-9435b971db4d""]",True,2038,214
S004-Q065,2,5,1,True,"[100.0, 100.0, 100.0, 100.0, 100.0]","[""08c5243c-c754-5bb1-b020-dfbf21f542d7"", ""efa76ffd-7a27-50b3-8489-bff781ea4539"", ""878d53f1-01f1-5c71-a049-a27cb9acec6e"", ""73b2fb55-c036-52ca-842e-cc784d317c61"", ""301ca8db-dd23-5356-b475-b3ed2daf748b""]",True,2043,208
S004-Q065,3,5,5,False,"[90.0, 85.0, 80.0, 75.0, 70.0]","[""cdfd9333-0291-5cf2-967a-cfe6225d31dd"", ""ca05266e-320c-5081-9d2d-f7c8689c58a9"", ""6b0cec96-1edf-5cb2-b054-176212013f52"", ""52990abe-a81c-5937-b506-8a88315cc3c0"", ""32502b7b-9913-5e52-ba96-42d70a980a75""]",True,2300,215
S004-Q065,4,5,5,False,"[90.0, 85.0, 80.0, 75.0, 70.0]","[""5de53dda-376b-5b7c-9542-821346ec2c03"", ""adc1eeb8-b0f8-5877-88cf-abdd23798b3a"", ""703822a7-ed06-55d2-95de-006ba6203852"", ""c61777d3-f94f-5655-9b6b-9d6cdc28c303"", ""9756fdab-cc22-5044-93e9-7c352de5e971""]",True,2496,216
S004-Q066,1,5,5,False,"[95.0, 80.0, 70.0, 60.0, 50.0]","[""efa76ffd-7a27-50b3-8489-bff781ea4539"", ""bead4a59-825d-5fae-97c6-57173fa22a57"", ""28de896e-9356-58a4-a8c5-c3efe7770f57"", ""af2f12c2-5599-5bb2-a024-327fc47109bd"", ""08c5243c-c754-5bb1-b020-dfbf21f542d7""]",True,1932,212
S004-Q066,2,5,5,False,"[70.0, 60.0, 65.0, 55.0, 90.0]","[""703822a7-ed06-55d2-95de-006ba6203852"", ""5de53dda-376b-5b7c-9542-821346ec2c03"", ""878d53f1-01f1-5c71-a049-a27cb9acec6e"", ""9756fdab-cc22-5044-93e9-7c352de5e971"", ""70928294-03f0-58fc-a035-7ff125da827a""]",True,2359,210
S004-Q066,3,5,5,False,"[90.0, 70.0, 85.0, 60.0, 75.0]","[""ecd585a8-ccb9-5777-865a-fb20a6358a88"", ""1e8809d9-9426-51b9-9e17-039093174440"", ""ca05266e-320c-5081-9d2d-f7c8689c58a9"", ""73b2fb55-c036-52ca-842e-cc784d317c61"", ""52990abe-a81c-5937-b506-8a88315cc3c0""]",True,2270,212
